name,category,a_pubchemid,smiles,weight
propranolol,C,"{20217590,22295457,23615940,24189499,25137848,43834240,44151895,4946,5102582,62882,6366349,67073473,67076547,67393424,67882689,69534746,69675040,70078480,9883622}",CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O,259.34344
propylthiouracil,C,"{657298,69483088,70621377,87843787}",CCCC1=CC(=O)NC(=S)N1,170.2321
prothionamide,2nd,"{3022324,666418}",CCCC1=NC=CC(=C1)C(=S)N,180.26998
protirelin,2nd,{638678},C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C3CCC(=O)N3)C(=O)N,362.38
protriptyline,C,"{14667,23615942,23650963,45114157,4976,5230726,657385,6603149,69463564,74079050}",CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13,263.37674
proxymetacaine,B2,"{19980415,22169,25010485,36688133,45114185,4935,517321,67947052,70522201,74388072}",CCCOC1=C(C=C(C=C1)C(=O)OCCN(CC)CC)N,294.38924
prucalopride,B1,"{18360799,18360801,18360802,18360803,21851994,21851995,3052762,9870009,9931054}",COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl,367.87034
prulifloxacin,2nd,"{21768049,46192527,4916641,57381204,65947}",CC1N2C3=CC(=C(C=C3C(=O)C(=C2S1)C(=O)O)F)N4CCN(CC4)CC5=C(OC(=O)O5)C,461.463403
pseudoephedrine,B2,"{11041807,23615948,24184227,25137849,51349026,62945,67679722,6919175,69305516,69620465,69675005,7028,71467702,71467814,71467815,9581,9802673}",CC(C(C1=CC=CC=C1)O)NC,165.2322
pyrantel,2nd,"{20057155,6365280,6365307,6419953,6434144,6436405,708857,9820065}",CN1CCCN=C1C=CC2=CC=CS2,206.30726
pyrantel embonate,B2,{5281033},CN1CCCN=C1C=CC2=CC=CS2.C1=CC=C2C(=C1)C=C(C(=C2CC3=C(C(=CC4=CC=CC=C43)C(=O)O)O)O)C(=O)O,594.7
pyrazinamide,B2,"{1046,11658404,17840689,21468519,21918841,67405749,70621488,70621697,70621707,89768947}",C1=CN=C(C=N1)C(=O)N,123.1127
pyrazinobutazone,2nd,{78682},CCCCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3.C1CNCCN1,394.5099
pyrethrins,B2,{60202781},CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=CC=C.CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C(=O)OC)CC=CC=C,700.89994
pyridostigmine,C,"{12314800,134575,202190,22034045,4991,551761,7550,91696191}",C[N+]1=CC=CC(=C1)OC(=O)N(C)C,181.21172
pyrimethamine,B3,"{150615,19840056,22295183,23278268,248396,44123482,4993,6365291,71412723,86096358,86295013,90479558}",CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,248.71142
pyronaridine,2nd,"{20833062,44476953,44476954,44476955,44477043,5485198,5488630,7061801,89876126}",COC1=CC=C2C(=C(C3=C(N2)C=C(C=C3)Cl)N=C4C=C(C(=O)C(=C4)CN5CCCC5)CN6CCCC6)N1,518.04968
quazepam,2nd,{4999},C1C(=S)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)CC(F)(F)F,386.794253
quetiapine,C,"{11496536,11562419,11719969,1548984,16038366,23615946,24748093,24748386,24748387,24946750,25058200,25145229,25145375,25176756,25176826,25176891,25177024,25177025,441261,45358180,5002,5281025,6436253,66587050,66674326,67298202,68986097,6918224,73013330,73286,74069695,74423166,86611577,86611578,86647093,86647094,86647095,87595772,87705426}",C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,383.5071
quinagolide,B3,"{55645,77228568,77662817,78302660}",CCCN1CC(CC2C1CC3=C(C2)C(=CC=C3)O)NS(=O)(=O)N(CC)CC,395.55932
quinapril,D,"{24848377,40466957,45114110,54891,54892,66870422,66916691,68893313,69015690,69225145,69226292,69226293,87072156,87741075,88107337,9912115,9934075}",CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CC3=CC=CC=C3CC2C(=O)O.Cl,474.97704
quinethazone,C,{6307},CCC1NC2=CC(=C(C=C2C(=O)N1)S(=O)(=O)N)Cl,289.73858
quinidine,C,"{12948,15474,55309,5768,5953,6419983,64639,64640,64643,64669,69007115,74765098}",COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.OS(=O)(=O)O,746.912
quinine,D,"{13119,2723885,3034665,53297459,61367,71718408,71719010,71719619,71719620,72324,82204,8549,90659391}",COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O,324.41676
quinupramine,2nd,{93154},C1CN2CCC1C(C2)N3C4=CC=CC=C4CCC5=CC=CC=C53,304.42866
rabeprazole,B1,"{14720269,22479317,4659392,46917489,5029,53396290,56592764,68471748,69174155,69616282,69657891,71587910,75253338,75637203,76369395,76902660,77108369,9821387,9822268,9908058}",CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC,359.44264
radotinib,2nd,"{16063245,71696384,89851334}",CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=NC=CN=C5,530.50385
raloxifen,1st,{46882308},C1CCN(CC1)COC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,459.5567
raloxifene,X,"{10240312,10257304,10370651,10415467,11071264,15940170,16639408,21716256,22106458,23067653,24772103,25010765,5035,52912112,52912161,54900,56928527,56928528,56928529,56928634,56928635,56928636,66863323,67113538,67148837,76460953,78318697,85052111,86644229,87075118,87430017,87443248,88420529,9851254}",C1CCN(CC1)CCOC2=CC=C(C=C2)C(=O)C3=C(SC4=C3C=CC(=C4)O)C5=CC=C(C=C5)O,473.58328
raltegravir,B3,"{23668479,23720375,44569174,54671008,54675070,54721841,54728271,54736837,67451161,67454057,70674286,70674287,71468627,74089528}",CC1=NN=C(O1)C(=O)NC(C)(C)C2=NC(=C(C(=O)N2C)[O-])C(=O)NCC3=CC=C(C=C3)F.[K+],482.506703
raltitrexed,D,"{104758,14256589,27917157,87962441}",CC1=NC(=O)C2=C(N1)C=CC(=C2)CN(C)C3=CC=C(S3)C(=O)NC(CCC(=O)O)C(=O)O,458.48758
ramipril,D,"{23707484,23707485,24808549,24955119,24955120,24990014,24990015,5362129,59762464,66607694,67925294,68679807,69122884,69166474,69167745,69174007,6992028,70580585,87670208,87830935,9803939}",CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCC3CC2C(=O)O,416.51058
ramosetron,2nd,"{107999,108000,24849131,66548862,66548863,66548864,66548865,66549047,66549376,66549377,66549378,66930859}",CN1C=C(C2=CC=CC=C21)C(=O)C3CCC4=C(C3)NC=N4.Cl,315.79732
ranitidine,B1,"{24848416,24883424,3001055,3033332,43835200,51371267,67810092,76850676,9818993,9864505}",CNC(=C[N+](=O)[O-])NCCSCC1=CC=C(O1)CN(C)C,314.40378
rasagiline,B3,"{16660340,16660341,16660342,16666325,18658858,22861256,24897310,25211615,3052775,3052776,44595996,44611628,46848387,46848388,53339036,53354650,53378772,53378773,53378774,53378775,53378776,53378879,71550735,86294141,86612582,86639163,86639164,86639165,86639166,86639167,86645406,86662969,87375374,87441335,9794292}",CS(=O)(=O)O.C#CCNC1CCC2=CC=CC=C12,267.34398
rasburicase,B2,"{14228836,474409}",C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OC3C(OC(C3O)N4C=CC(=O)NC4=O)CO)O)O,550.367382
reboxetine,B1,"{24754241,24848692,25271912,65856,68553158,87555151,88922222,9953331}",CCOC1=CC=CC=C1OC(C2CNCCO2)C3=CC=CC=C3,313.39082
regorafenib,D,"{11167602,24768591,66577009,76035188,87404842}",CNC(=O)C1=NC=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F,482.815413
remdesivir,B2,{121304016},CCC(CC)COC(=O)C(C)NP(=O)(OCC1C(C(C(O1)(C#N)C2=CC=C3N2N=CN=C3N)O)O)OC4=CC=CC=C4,602.6
remifentanil,C,"{25273226,49852291,53341168,57506201,60814,60815,68636959,68755108,69995436,76016124}",CCC(=O)N(C1=CC=CC=C1)C2(CCN(CC2)CCC(=O)OC)C(=O)OC.Cl,412.90766
repaglinide,C,"{11398741,22851718,23674545,65981,69717201,77108284,87257064}",CCOC1=C(C=CC(=C1)CC(=O)NC(CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,452.58574
retapamulin,2nd,"{11663568,72700343}",CC1CCC23CCC(=O)C2C1(C(CC(C(C3C)O)(C)C=C)OC(=O)CSC4CC5CCC(C4)N5C)C,517.76348
retigabine,B3,"{10020110,121892,56963616,68894958,6918229,72548934,72548935,72548936,72548937,72549164,72549165,72549166,72549167,72549168,72549390,72549391}",CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N,303.331423
ribavirin,X,"{21117494,21120135,37542,66587059,69455107,70627256}",C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,244.20468
ribociclib,D,"{44631912,57334219,67242274}",CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5,434.5373
ribostamycin,2nd,"{162736,33042,51035374,52358477,656837,86734495}",C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)O)O)O)N,454.47266
rifabutin,C,"{6323490,87295148}",CC1C=CC=C(C(=O)NC2=C3C(=NC4(N3)CCN(CC4)CC(C)C)C5=C6C(=C(C(=C5C2=O)O)C)OC(C6=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C,847.00468
rifampicin,C,"{46174109,5381226,70680287}",CC1C=CC=C(C(=O)NC2=C(C3=C(C(=C4C(=C3C(=O)C2=CNN5CCN(CC5)C)C(=O)C(O4)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C)O)O)C,822.94022
rifaximin,B1,"{6436173,67503609,87168405,88456769,89401841}",CC1C=CC=C(C(=O)NC2=C(C3=C(C4=C(C(=C3O)C)OC(C4=O)(OC=CC(C(C(C(C(C(C1O)C)O)C)OC(=O)C)C)OC)C)C5=C2N6C=CC(=CC6=N5)C)O)C,785.87854
rilpivirine,B1,"{11547516,11711114,60200931,6451164,66554847,66554848,66554849,66555018,70674769,70678951,71537639,75125698}",CC1=CC(=CC(=C1NC2=NC(=NC=C2)NC3=CC=C(C=C3)C#N)C)C=CC#N,366.41852
riluzole,B3,"{45114216,5070,6419992,71406484,86045000,86045003,86045007,86045010,86045015,86045021,87770539}",C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,234.19831
rimiterol,A,"{36283,71409,71772296}",C1CCNC(C1)C(C2=CC(=C(C=C2)O)O)O,223.26828
riociguat,X,{11304743},CN(C1=C(N=C(N=C1N)C2=NN(C3=C2C=CC=N3)CC4=CC=CC=C4F)N)C(=O)OC,422.415663
ripasudil,2nd,"{11625386,24752910,9863671,9863672}",CC1CNCCCN1S(=O)(=O)C2=CC=CC3=CN=CC(=C32)F.Cl,359.846663
ripretinib,D,{71584930},CCN1C2=CC(=NC=C2C=C(C1=O)C3=CC(=C(C=C3Br)F)NC(=O)NC4=CC=CC=C4)NC,510.4
risedronate,B3,"{11151256,11210564,11220339,11381667,11403845,11954322,16038384,16118278,16118279,16413925,17756938,17757331,23654842,23709605,24961942,25152670,25221094,28857155,4194514,4221449,44400168,45114147,45358096,46872022,46872023,46872024,46872025,46873389,46873390,46873391,46873392,46873492,46873493,46873745,5245,5276508,60145923,6331784,6992041,74572440,77058922,86645791,86645792,87571968,87706291,87791242,9800859,9839499,9862176,9880291}",C1=CC(=CN=C1)CC(O)(P(=O)(O)O)P(=O)(O)O,283.112264
risperidone,C,"{10005067,10028936,10029888,10052596,10054017,10075561,10096264,10255051,10324000,10345871,10413870,10436289,10461237,11318022,11756436,25273227,5073,69301075,69562602,69872411,85104383,9826578,9889802,9985265}",CC1=C(C(=O)N2CCCCC2=N1)CCN3CCC(CC3)C4=NOC5=C4C=CC(=C5)F,410.484483
ritodrine,2nd,"{179602,31728,33572,46911860,51371387,67464487,6921800}",CC(C(C1=CC=C(C=C1)O)O)NCCC2=CC=C(C=C2)O.Cl,323.81448
ritonavir,B3,"{392622,72548151,87164001,87259897,88347996}",CC(C)C1=NC(=CS1)CN(C)C(=O)NC(C(C)C)C(=O)NC(CC2=CC=CC=C2)CC(C(CC3=CC=CC=C3)NC(=O)OCC4=CN=CS4)O,720.94422
rivaroxaban,C,"{56589668,56598114,71548078,89454163,9875401}",C1COCC(=O)N1C2=CC=C(C=C2)N3CC(OC3=O)CNC(=O)C4=CC=C(S4)Cl,435.88132
rivastigmine,B2,"{24836217,25271873,44610217,53484445,66842192,68862546,6918078,69462959,69760559,77990,77991,86346228,9952812}",CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C.C(C(C(=O)O)O)(C(=O)O)O,400.42352
rizatriptan,B1,"{19610426,19977112,25134616,25134620,25134673,25134674,25134675,25134681,25271901,3038519,5078,57414063,67698369,67698373,68379260,74391716,9864019}",CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,269.34486
rocuronium,B2,"{25264031,441290,441351,72545375,72545376,72545377,72545620,9849870}",CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,529.77422
rofecoxib,C,"{10088424,10349502,10449826,5090,69042735,70210349,9998200}",CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3,314.35566
roflumilast,2nd,{449193},C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F,403.207466
rokitamycin,2nd,"{5282211,88445547}",CCCC(=O)OC1C(OC(CC1(C)OC(=O)CC)OC2C(OC(C(C2N(C)C)O)OC3C(CC(C(C=CC=CCC(OC(=O)CC(C3OC)O)C)O)C)CC=O)C)C,827.99496
romidepsin,D,{5352062},CC=C1C(=O)NC(C(=O)OC2CC(=O)NC(C(=O)NC(CSSCCC=C2)C(=O)N1)C(C)C)C(C)C,540.69584
romiplostim,B3,{5329098},CC1=CC(=C(N1)C=C2C3=CC=CC=C3NC2=O)C,238.28446
ropinirole,B3,"{25271829,5095,51371289,66766793,67160478,68727,69118223,90414898}",CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,260.37456
ropivacaine,B1,"{175804,175805,24784155,28125506,44194761,44194857,45114247,46856340,53262281,53262295,68555287,68826517,69057472,6918111,69650066,86594745}",CCCN1CCCCC1C(=O)NC2=C(C=CC=C2C)C.Cl,310.86208
rosiglitazone,B3,"{10173798,10190564,10229165,10295562,10310546,11328950,11442426,11463585,11597509,17981454,21158505,23560857,23680962,23692351,23708532,25058199,45114234,46188575,46218439,49842483,49842484,49842593,5281055,6537720,72803362,73414831,73746082,74423165,74580254,77998,77999,86591003,86615215,87068829,87337718,87482242,87482611,87496350,87513982,87517757,87628442,87745207,87789453,87803624,87803839,87839533,87916836,87916880,88080527,88119829,9801750,9806985,9821273,9824420,9848209,9849118,9849119,9865387,9887075,9910026,9911750,9913517,9915504,9936018,9954380,9955641,9956235,9959169}",CN(CCOC1=CC=C(C=C1)CC2C(=O)NC(=O)S2)C3=CC=CC=N3.C(=CC(=O)O)C(=O)O,473.49892
rosuvastatin,D,"{10117701,10185662,11457378,12086784,23684378,23696683,24758243,446157,45114162,46852676,5282455,53258703,53258704,53258705,53258706,54613184,56840946,66607916,67020239,75203314,87071853,87072257,9869776,9892933}",CC(C)C1=NC(=NC(=C1C=CC(CC(CC(=O)O)O)O)C2=CC=C(C=C2)F)N(C)S(=O)(=O)C,481.537623
rotigotine,B3,"{180335,25271860,42610265,42610266,44199391,46863935,49831461,50916340,50916341,50916842,50917027,50917030,50917031,50917216,50917217,59226,59227,72203410,86343821,86581729}",CCC[NH+](CCC1=CC=CS1)C2CCC3=C(C2)C=CC=C3O.[Cl-],351.93384
roxatidine,2nd,"{10949026,11503202,16640927,21579691,45114193,5105,56704,67108342,67768544}",CC(=O)OCC(=O)NCCCOC1=CC=CC(=C1)CN2CCCCC2,348.43662
roxithromycin,B1,"{10306972,56961410,6915744,88720325}",CCC1C(C(C(C(=NOCOCCOC)C(CC(C(C(C(C(C(=O)O1)C)OC2CC(C(C(O2)C)O)(C)OC)C)OC3C(C(CC(O3)C)N(C)C)O)(C)O)C)C)O)(C)O,837.04654
rufinamide,B3,{129228},C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,238.193526
rupatadine fumarate,2nd,"{11962233,11962234,11962744,11962745,11962785,11962786,11962820,11962821,11983201,133016,133017,25273588,3075477,56597235,6449107,67108131,73154538,86633128}",CC1=CC(=CN=C1)CN2CCC(=C3C4=C(CCC5=C3N=CC=C5)C=C(C=C4)Cl)CC2.Cl.Cl.Cl,525.34056
rurioctocog alfa pegol,B2,{86278357},COCCNC(=O)OCC(COC(=O)NCCOC)OCCCC(=O)NCCCCC(C(=O)O)N,508.6
ruxolitinib,2nd,"{25126797,25126798,25127111,25127112,66597531,87376673}",C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3.C(=CC(=O)O)C(=O)O,422.43718
ruxolitinib phosphate,C,{25127112},C1CCC(C1)C(CC#N)N2C=C(C=N2)C3=C4C=CNC4=NC=N3.OP(=O)(O)O,404.4
safinamide,B3,"{131682,25271971,3038502,86631575,87274113,87275108,87991433}",CC(C(=O)N)NCC1=CC=C(C=C1)OCC2=CC(=CC=C2)F,302.343363
salbutamol,A,"{11162440,11673846,15950367,16051735,16051736,161912,2083,22251170,23089464,23167830,23652547,23653191,24768048,24798239,39859,43834519,5112745,6452399,66710184,67394602,68721829,69042791,69401006,69454620,69454622,69454623,69912916,72761880,75633834,75950933,75950938,75950939,75951180,76553494,77221985,85117695,86599838,9884233}",CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,239.31074
salmeterol,B3,"{10138893,10207868,16036446,16036447,16036448,16036449,16036450,16036565,16036566,5152,59827440,73222717}",C1=CC=C(C=C1)CCCCOCCCCCCNCC(C2=CC(=C(C=C2)O)CO)O,415.56558
salsalate,2nd,"{23662396,5161,54687419,67252322,67660898,67894957,67910144,68282266}",C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,258.2262
s-amlodipine,2nd,{9822750},CCOC(=O)C1=C(NC(=C(C1C2=CC=CC=C2Cl)C(=O)OC)C)COCCN,408.9
saponins,A,{6540709},CC=C(C)C(=O)OC1C(C2(C(CC1(C)C)C3=CCC4C5(CCC(C(C5CCC4(C3(CC2O)C)C)(C)CO)OC6C(C(C(C(O6)C(=O)O)OC7C(C(C(C(O7)CO)O)O)O)O)OC8C(C(C(C(O8)CO)O)O)O)C)CO)OC(=O)C,1131.3
sapropterin,B1,"{23621435,44257,46783038,53313224,636369,67108345,71587330}",CC(C(C1CNC2=C(N1)C(=O)N=C(N2)N)O)O,241.2471
saquinavir,B1,"{23238238,441243,56967951,56967952,56968005,56968006,56968062,60934,85470982,85471379,86618032,87163987}",CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)C(CC(=O)N)NC(=O)C4=NC5=CC=CC=C5C=C4)O.CS(=O)(=O)O,766.94646
sarpogrelate,2nd,"{23215292,444005,5160,57354924,74685715,74764351}",CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O,429.50604
saxagliptin,B3,"{11243969,23645676,49800073,53297473,91617922,91618059}",C1C2CC2N(C1C#N)C(=O)C(C34CC5CC(C3)CC(C5)(C4)O)N,315.41
scopolamine hydrobromide,2nd,"{12299883,17937993,18520991,23146845,24207105,24207481,2837667,3692321,45042151,45042152,45045669,517999,5184,71296894,73156822,73761527,76388869,78122481,87172896,87960699}",CN1C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4,303.35294
selegiline,B2,"{25058167,25058197,26757,26758,45114220,57525649,87223086,87864329}",CC(CC1=CC=CC=C1)N(C)CC#C,187.28078
selexipag,B1,"{50942972,50942973,9913767}",CC(C)N(CCCCOCC(=O)NS(=O)(=O)C)C1=CN=C(C(=N1)C2=CC=CC=C2)C3=CC=CC=C3,496.62168
semaglutide,D,{56843331},CCC(C)C(C(=O)NC(C)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(C(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)NC(CCCNC(=N)N)C(=O)NCC(=O)O)NC(=O)C(CC3=CC=CC=C3)NC(=O)C(CCC(=O)O)NC(=O)C(CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CCC(C(=O)O)NC(=O)CCCCCCCCCCCCCCCCC(=O)O)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CCC(=O)N)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(CC(C)C)NC(=O)C(CC4=CC=C(C=C4)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC5=CC=CC=C5)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)C(C)(C)NC(=O)C(CC6=CN=CN6)N,4114
sennoside,2nd,"{54693543,656822}",C1=CC2=C(C(=C1)OC3C(C(C(C(O3)CO)O)O)O)C(=O)C4=C(C2C5C6=C(C(=CC=C6)OC7C(C(C(C(O7)CO)O)O)O)C(=O)C8=C5C=C(C=C8O)C(=O)O)C=C(C=C4O)C(=O)O,862.73912
sertindole,C,"{25273231,60149}",C1CN(CCC1C2=CN(C3=C2C=C(C=C3)Cl)C4=CC=C(C=C4)F)CCN5CCNC5=O,440.940843
sertraline,C,"{10073777,11078406,11189380,11189429,11214158,11247033,11258200,11270148,11338642,11406552,11429370,11439982,11453860,1616961,44410463,46178876,50986904,63009,66923315,68483366,68617,68815793,69197880,69259109,69330961,69425246,70031573,70032847,86613018,86644228,9865822}",CNC1CCC(C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl.Cl,342.69052
sevelamer,B3,{3085017},C=CCN.C1C(O1)CCl,149.61858
sevoflurane,B2,{5206},C(OC(C(F)(F)F)C(F)(F)F)F,200.054842
sibutramine,C,"{10452134,11176916,11590526,11625284,11646548,11667820,11696196,11717803,25174320,25174321,25174322,25174480,25188593,44128414,44663205,45114161,45114241,45382216,4978638,49873095,5210,64764,64765,68440135,68753345,68815174,68893882,69107688,69216090,69649162,69779269,70148923,74928472,77567291,86614365,86614366,9821971}",CC(C)CC(C1(CCC1)C2=CC=C(C=C2)Cl)N(C)C,279.84804
sildenafil,1st,"{10030798,10232176,10258391,10414763,10482807,10483545,10483594,11613909,18770496,21249403,21909924,23118770,23654495,23654496,23654497,23654498,50939152,50939153,50939287,50939289,50939290,50939291,5212,53477281,56598025,56598026,56598298,62853,67166167,6956365,69806593,69866952,70227808,86269864,86637536,87103083,87877202,88019246,88134246,9807232,9827711}",CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,474.5764
sildenafil citrate,B1,"{10030798,10232176,10258391,10414763,10482807,10483545,10483594,11613909,18770496,21249403,21909924,23118770,23654495,23654496,23654497,23654498,50939152,50939153,50939287,50939289,50939290,50939291,5212,53477281,56598025,56598026,56598298,62853,67166167,6956365,69806593,69866952,70227808,86269864,86637536,87103083,87877202,88019246,88134246,9807232,9827711}",CCCC1=NN(C2=C1NC(=NC2=O)C3=C(C=CC(=C3)S(=O)(=O)N4CCN(CC4)C)OCC)C,474.5764
silodosin,B3,"{44132488,44132489,44132490,44132491,44132647,44132648,44132649,44132650,44132651,44132804,44132805,44132807,44132965,5312125}",CC(CC1=CC2=C(C(=C1)C(=O)N)N(CC2)CCCO)NCCOC3=CC=CC=C3OCC(F)(F)F,495.53449
silver sulfadiazine,2nd,"{11947738,25199597,31011,441244,452254,5214,5459124,6711387,87620748,9906733}",C1=CN=C(N=C1)[NH2+]S(=[OH+])(=O)C2=CC=C(C=C2)N.[Ag+],360.16108
simeprevir,B3,"{24873435,46866715,46892085}",CC1=C(C=CC2=C1N=C(C=C2OC3CC4C(C3)C(=O)N(CCCCC=CC5CC5(NC4=O)C(=O)NS(=O)(=O)C6CC6)C)C7=NC(=CS7)C(C)C)OC,749.93908
simvastatin,D,"{11166453,20111944,23663297,53235030,53252195,54454,66624674,66692528,66697128,66766860,67640552,69175004,69775164,87259890}",CCC(C)(C)C(=O)OC1CC(C=C2C1C(C(C=C2)C)CCC3CC(CC(=O)O3)O)C,418.56622
siponimod,D,"{44599207,46700776,46700777,46836857,46837041,46837092}",CCC1=C(C=CC(=C1)C(=NOCC2=CC(=C(C=C2)C3CCCCC3)C(F)(F)F)C)CN4CC(C4)C(=O)O,516.59501
sirolimus,C,{5284616},CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,914.2
sisomicin,2nd,"{36119,439243,52416107,65334}",CC1(COC(C(C1NC)O)OC2C(CC(C(C2O)OC3C(CC=C(O3)CN)N)N)N)O,447.52638
sitagliptin,B3,"{11386885,11476287,11505000,11591741,11685649,36687804,4369359,44131507,44133159,44133160,44133162,44133341,44133342,44388193,44594141,44594281,44594283,46868864,46869761,46869762,46909574,51034632,51034633,51034634,51034743,51034744,51034745,6451150,70673768,71475854,71488682,71488683,71724478,86640094,86645865,86647026,86647028,86647029,86647030,86663494,86663495,88532198,88532850,90198010,91758296}",C1CN2C(=NN=C2C(F)(F)F)CN1C(=O)CC(CC3=CC(=C(C=C3F)F)F)N,407.313619
sitaxentan,X,"{11477084,216235,46174111,56841001,60060286,87708439}",CC1=CC2=C(C=C1CC(=O)C3=C(C=CS3)S(=O)(=O)NC4=C(C(=NO4)C)Cl)OCO2,454.9045
sodium aurothiomalate,B2,"{16760302,22318,54608845,57485859,6093241,85864685,87793884,9548865,9810802,9951136}",C(C(C(=O)[O-])[S-])C(=O)[O-].[Na+].[Na+].[Au+],390.075328
sodium cromoglycate,A,"{10184937,16219066,18673486,27503,2881,2882,44377161,46878542,46908036,59057527,657312,68915233,71744406,91659001,9827834}",C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)[O-])O)C(=O)C=C(O2)C(=O)[O-],466.35066
sodium fusidate,C,{53911550},CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C,516.70922
sodium nitroprusside,C,"{11947654,11963579,11966326,20447420,21585185,24978522,25199971,42642646,45469,49868142,73155755,87467374}",[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Na+].[Na+].[Na+].[Na+].[Fe+3],307.897177
sodium phenylbutyrate,B3,"{11187721,11428073,22053264,23674363,4775,5258,54604810,6331213,66879083,67246572,70173336,86588443}",C1=CC=C(C=C1)CCCC(=O)O,164.20108
